1;EET-19;FINO DE AROMA;1.15;KM18SA;2020-11-16
2;EET-48;FINO DE AROMA;1.17;KM17SB;2020-11-16
3;EET-62;FINO DE AROMA;1.17;KM17SB;2020-11-16
4;EET-95;FINO DE AROMA;1.17;KM17SB;2020-11-16
5;EET-96;FINO DE AROMA;1.17;KM17SB;2020-11-16
6;EET-103;FINO DE AROMA;1.17;KM17SB;2020-11-16
